,staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date,spud_date,status,well_api,well_name,ogrid_name,well_latitude,well_longitude,facility_name,Facility Type,cluster,facility_latitude,facility_longitude,Nox TPY,CO TPY,VOC TPY,PM10 TPY,SO2 TPY,potential_violation,binary_violation
7,Melinda Owens,1183,PRN20120002,0773M5,PSD-Minor Modification ,"Enterprise Field Services, LLC",Pump Canyon Compressor Station,2012-07-19 08:42:00,,8/9/2012 11:12,11/7/2012 0:00,11/7/2012 0:00,2012-11-06 10:01:00,,,,2010-07-15 00:00:00,Active,30-045-35001,RIDDLE A #003C,HILCORP ENERGY COMPANY,36.7955666,-107.73703770000002,Enterprise - Pump Canyon Compressor Station,O&G-Compressor Station,70.0,36.794722,-107.733333,230.3,386.9,76.4,4.9,9.0,Yes,1
11,Norma Perez,1305,PRN20100001,1582M2,Streamline Level 1-New ,Hilcorp Energy Company,ConocoPhillips - Compressor Station No355,2010-03-15 16:48:00,,3/22/2010 10:04,4/21/2010 0:00,4/21/2010 0:00,2010-04-08 16:04:00,,,,2012-08-31 00:00:00,Active,30-045-35382,KESSLER COM #003P,HILCORP ENERGY COMPANY,36.779197700000005,-107.9380798,Hilcorp - Compressor Station No355,O&G-Compressor Station,107.0,36.778047,-107.93914,31.8,31.2,39.2,0.6,,No,0
12,Mary Gerhart,1305,PRN20120001,1582M3,Streamline Level 1-Revision,Hilcorp Energy Company,ConocoPhillips - Compressor Station No355,2012-01-18 09:02:00,,2/16/2012 17:50,3/17/2012 0:00,3/17/2012 0:00,2012-03-17 12:44:00,,,,2012-08-31 00:00:00,Active,30-045-35382,KESSLER COM #003P,HILCORP ENERGY COMPANY,36.779197700000005,-107.9380798,Hilcorp - Compressor Station No355,O&G-Compressor Station,107.0,36.778047,-107.93914,31.8,31.2,39.2,0.6,,No,0
14,Martyne Kieling,1319,PRN20100001,1680M1,GCP1-New ,"Enterprise Field Services, LLC",Hart Canyon No1 Compressor Station,2010-11-09 08:50:00,,,12/9/2010 0:00,12/9/2010 0:00,2010-12-08 12:30:00,,,,2012-05-01 00:00:00,Active,30-045-35137,ATLANTIC A #008C,HILCORP ENERGY COMPANY,36.873104100000006,-107.9030075,Hart Canyon No1 Compressor Station GCP1-1680,O&G-Compressor Station,222.0,36.872889,-107.900333,25.9,92.6,29.6,1.0,1.4,No,0
22,Coleman Smith,1374,PRN20100002,2031M3,Regular-Significant Revision ,Harvest Four Corners LLC,North Crandell Compressor Station,2010-09-17 13:42:00,,10/15/2010 11:03,1/13/2011 0:00,1/13/2011 0:00,2011-01-07 08:04:00,,,,2015-08-21 00:00:00,Active,30-045-35689,AZTEC COM 4 #002H,HILCORP ENERGY COMPANY,36.83795268,-107.95641792,Harvest - North Crandell Compressor Station,O&G-Compressor Station,65.0,36.841678,-107.957628,60.4,45.9,59.9,1.3,,No,0
23,Joseph Mashburn,1374,PRN20200001,2031M4,Regular-Significant Revision ,Harvest Four Corners LLC,Harvest - North Crandell Compressor Station,2020-08-31 13:54:00,,9/30/2020 13:45,12/29/2020 0:00,12/29/2020 0:00,2020-12-29 15:42:00,,,,2015-08-21 00:00:00,Active,30-045-35689,AZTEC COM 4 #002H,HILCORP ENERGY COMPANY,36.83795268,-107.95641792,Harvest - North Crandell Compressor Station,O&G-Compressor Station,65.0,36.841678,-107.957628,60.4,45.9,59.9,1.3,,Yes,1
25,Damon Reyes,22401,PRN20040001,3145,Notice of Intent ,Chevron USA - Four Corners Operations,Chevron USA - Nellie Platero 3,2004-10-12 16:28:00,,,11/11/2004 0:00,11/11/2004 0:00,2004-11-09 09:05:00,,,5/10/2011 14:44,2012-01-05 00:00:00,Active,30-045-35121,TURNER HUGHES #016N,HILCORP ENERGY COMPANY,36.5934181,-107.760025,Chevron USA - Nellie Platero 3,O&G-Compressor Station,21.0,36.589111,-107.759694,,,,,,No,0
29,Elizabeth Kuehn,27709,PRN20080001,3816,Streamline Level 1-New ,XTO Energy Inc,XTO Energy - PGA CDP & SWD,2008-08-21 17:38:00,9/20/2008 13:21,12/17/2008 10:00,1/16/2009 0:00,1/16/2009 0:00,2009-01-15 16:33:00,,,12/18/2020 14:09,2014-12-30 00:00:00,Active,30-045-35540,PGA UNIT #343,DUGAN PRODUCTION CORP,36.264801,-107.9969482,XTO - PGA CDP & SWD,O&G-Compressor Station,185.0,36.263611,-107.998333,,,,,,No,0
31,Mary Gerhart,29776,PRN20100001,4288,Notice of Intent ,Hilcorp Energy Company,XTO Energy Inc - Five of Diamonds Production Facility,2010-10-05 09:41:00,,,11/4/2010 0:00,11/4/2010 0:00,2010-11-04 17:20:00,,,,2010-09-14 00:00:00,Active,30-045-35167,FIVE OF DIAMONDS #090H,HILCORP ENERGY COMPANY,36.833252,-108.1977081,Hilcorp - Five of Diamonds Production Facility,O&G-Compressor Station,87.0,36.83325,-108.197028,16.2,2.0,,,,Yes,1
33,Norma Perez,31155,PRN20120001,4695,Notice of Intent ,Hilcorp Energy Company,Sandia Federal 1F,2012-02-09 14:00:00,,,3/10/2012 0:00,3/10/2012 0:00,2012-03-06 16:44:00,,,,2011-12-28 00:00:00,Active,30-045-35016,SANDIA FEDERAL #001F,HILCORP ENERGY COMPANY,36.784687,-108.01179499999999,Hilcorp - Sandia Federal 1F,O&G-Well Head,189.0,36.784444,-108.011111,,,,,,Yes,1
35,Norma Perez,31156,PRN20120001,4696,Notice of Intent ,Hilcorp Energy Company,Federal C 1M,2012-02-09 15:44:00,,,3/10/2012 0:00,3/10/2012 0:00,2012-03-01 13:46:00,,,,2011-12-15 00:00:00,Active,30-045-34825,FEDERAL C #001M,HILCORP ENERGY COMPANY,36.778698,-108.00183870000001,Hilcorp - Federal C 1M,O&G-Well Head,169.0,36.778611,-108.001111,,,,,,Yes,1
37,Teri Waldron,31225,PRN20120001,4712,Notice of Intent ,Dugan Production Corp,Meadows 108-3014,2012-03-19 13:06:00,,,4/18/2012 0:00,4/18/2012 0:00,2012-03-21 17:06:00,,,,2012-04-15 00:00:00,Active,30-045-35320,MEADOWS I08 3014 #001H,DUGAN PRODUCTION CORP,36.825679799999996,-108.3245773,Dugan - Meadows I08-3014,O&G-Well Head,12.0,36.825722,-108.324556,,,,,,No,0
39,Martyne Kieling,31310,PRN20120001,4736,Notice of Intent ,Hilcorp Energy Company,Huerfanito Unit 79N,2012-04-11 16:28:00,,,5/11/2012 0:00,5/11/2012 0:00,2012-04-24 11:23:00,,,,2012-03-08 00:00:00,Active,30-045-34950,HUERFANITO UNIT #079N,HILCORP ENERGY COMPANY,36.5400085,-107.750267,Hilcorp - Huerfanito Unit 79N,O&G-Well Head,42.0,36.54,-107.749722,,,,,,Yes,1
41,Martyne Kieling,31311,PRN20120001,4737,Notice of Intent ,Hilcorp Energy Company,Huerfanito Unit 85M,2012-04-11 16:37:00,,,5/11/2012 0:00,5/11/2012 0:00,2012-04-24 09:20:00,,,,2012-03-09 00:00:00,Active,30-045-35287,HUERFANITO UNIT #085M,HILCORP ENERGY COMPANY,36.5514641,-107.7621994,Hilcorp - Huerfanito Unit 85M,O&G-Production Facility,20.0,36.551389,-107.761667,,,,,,Yes,1
43,Martyne Kieling,31313,PRN20120001,4739,Notice of Intent ,Hilcorp Energy Company,Huerfanito Unit 82N,2012-04-11 16:53:00,,,5/11/2012 0:00,5/11/2012 0:00,2012-04-24 09:17:00,,,,2012-06-20 00:00:00,Active,30-045-35310,HUERFANITO UNIT #082N,HILCORP ENERGY COMPANY,36.5393295,-107.74614720000001,Hilcorp - Huerfanito Unit 82N,O&G-Well Head,51.0,36.539444,-107.745556,,,,,,No,0
45,Martyne Kieling,31314,PRN20120001,4740,Notice of Intent ,Hilcorp Energy Company,Reid 22M,2012-04-11 17:07:00,,,5/11/2012 0:00,5/11/2012 0:00,2012-04-24 09:27:00,,,,2012-09-21 00:00:00,Active,30-045-35359,REID #022M,HILCORP ENERGY COMPANY,36.6718826,-107.81796259999999,Hilcorp - Reid 22M,O&G-Well Head,142.0,36.671944,-107.817222,,,,,,No,0
48,Martyne Kieling,31315,PRN20120001,4743,Notice of Intent ,Hilcorp Energy Company,Davis A Fed 1N,2012-04-11 08:12:00,,,5/11/2012 0:00,5/11/2012 0:00,2012-04-24 09:31:00,,,,2012-08-20 00:00:00,Active,30-045-35290,DAVIS A FEDERAL #001N,HILCORP ENERGY COMPANY,36.777175899999996,-107.9507675,Hilcorp - Davis A Fed 1N,O&G-Well Head,68.0,36.777222,-107.950278,,,,,,No,0
50,Martyne Kieling,31347,PRN20120001,4753,Notice of Intent ,Hilcorp Energy Company,Huerfanito Unit 98N,2012-04-23 07:50:00,,,5/23/2012 0:00,5/23/2012 0:00,2012-05-07 15:13:00,,,,2011-11-21 00:00:00,Active,30-045-35262,HUERFANITO UNIT #098N,HILCORP ENERGY COMPANY,36.528862,-107.75056459999999,Hilcorp - Huerfanito Unit 98N,O&G-Well Head,45.0,36.528889,-107.749886,,,,,,Yes,1
52,Martyne Kieling,31348,PRN20120001,4754,Notice of Intent ,Hilcorp Energy Company,Huerfanito Unit 99E,2012-04-19 08:08:00,,,5/19/2012 0:00,5/19/2012 0:00,2012-05-07 15:19:00,,,,2012-03-15 00:00:00,Active,30-045-35257,HUERFANITO UNIT #099E,HILCORP ENERGY COMPANY,36.5342255,-107.7622604,Hilcorp - Huerfanito Unit 99E,O&G-Well Head,25.0,36.534167,-107.761667,,,,,,Yes,1
54,Martyne Kieling,31349,PRN20120001,4755,Notice of Intent ,Hilcorp Energy Company,Sadie West 2M,2012-04-19 08:17:00,,,5/19/2012 0:00,5/19/2012 0:00,2012-05-07 15:22:00,,,,2012-02-23 00:00:00,Active,30-045-35305,SADIE WEST #002M,HILCORP ENERGY COMPANY,36.8809128,-108.10562900000001,Hilcorp - Sadie West 2M,O&G-Well Head,250.0,36.880833,-108.105,,,,,,Yes,1
56,Teri Waldron,31358,PRN20120001,4747,Notice of Intent ,Hilcorp Energy Company,Jackson Com 1N,2012-04-17 12:07:00,,,5/17/2012 0:00,5/17/2012 0:00,2012-04-24 12:21:00,,,,2014-12-11 00:00:00,Active,30-045-35415,JACKSON COM #001N,HILCORP ENERGY COMPANY,36.6739922,-107.8030624,Hilcorp - Jackson Com 1N,O&G-Well Head,157.0,36.673889,-107.8025,,,,,,No,0
58,Teri Waldron,31360,PRN20120001,4748,Notice of Intent ,Hilcorp Energy Company,Blanco Wash Federal 3M,2012-04-17 13:51:00,,,5/17/2012 0:00,5/17/2012 0:00,2012-04-24 14:24:00,,,,2013-04-08 00:00:00,Active,30-045-35250,BLANCO WASH FEDERAL #003M,HILCORP ENERGY COMPANY,36.6355095,-107.77970890000002,Hilcorp - Blanco Wash Federal 3M,O&G-Well Head,16.0,36.635556,-107.779167,,,,,,No,0
60,Teri Waldron,31361,PRN20120001,4749,Notice of Intent ,Hilcorp Energy Company,Grenier B 3P,2012-04-17 15:56:00,,,5/17/2012 0:00,5/17/2012 0:00,2012-04-24 12:03:00,,,,2012-11-12 00:00:00,Active,30-045-35111,GRENIER B #003N,HILCORP ENERGY COMPANY,36.7513237,-107.91085819999999,Hilcorp - Grenier B 3P,O&G-Well Head,206.0,36.75,-107.906944,,,,,,No,0
62,Martyne Kieling,31480,PRN20120001,4779,Notice of Intent ,Hilcorp Energy Company,Hodges 12E,2012-05-22 10:19:00,,,6/21/2012 0:00,6/21/2012 0:00,2012-06-04 16:33:00,,,,2012-04-30 00:00:00,Active,30-045-35229,HODGES #012E,HILCORP ENERGY COMPANY,36.4372635,-107.67720790000001,Hilcorp - Hodges 12E,O&G-Production Facility,258.0,36.437222,-107.676389,,,,,,Yes,1
65,Martyne Kieling,31481,PRN20120001,4780,Notice of Intent ,Hilcorp Energy Company,Hodges 13F,2012-05-22 10:27:00,,,6/21/2012 0:00,6/21/2012 0:00,2012-06-04 16:34:00,,,,2012-04-27 00:00:00,Active,30-045-35185,HODGES #013F,HILCORP ENERGY COMPANY,36.4414711,-107.6622467,Hilcorp - Hodges 13F,O&G-Production Facility,277.0,36.441667,-107.661667,,,,,,Yes,1
68,Martyne Kieling,31482,PRN20120001,4781,Notice of Intent ,Hilcorp Energy Company,Hodges 14E,2012-05-22 11:32:00,,,6/21/2012 0:00,6/21/2012 0:00,2012-06-04 08:32:00,,,,2012-04-16 00:00:00,Active,30-045-35261,HODGES #014E,HILCORP ENERGY COMPANY,36.4764214,-107.6851273,Hilcorp - Hodges 14E,O&G-Well Head,236.0,36.47638900000001,-107.684722,,,,,,Yes,1
71,Mary Gerhart,31614,PRN20120001,4812,Notice of Intent ,Hilcorp Energy Company,ConocoPhillip -Yert HZMC 1H/Cain 725 Production Location,2012-06-27 14:49:00,7/27/2012 14:52,,10/11/2012 0:00,10/11/2012 0:00,2012-10-11 15:40:00,,,,2010-02-02 00:00:00,Active,30-045-34927,STATE COM 32 #002,WEST LARGO CORP,36.6872749,-107.81198880000001,Hilcorp -Yert HZMC 1H/Cain 725 Production Location,O&G-Production Facility,150.0,36.685833,-107.814167,,,,,,Yes,1
73,Martyne Kieling,31748,PRN20120001,4852,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas Times  I32-2410,2012-08-14 13:14:00,,,9/13/2012 0:00,9/13/2012 0:00,2012-08-28 14:21:00,,,,2012-07-11 00:00:00,Active,30-045-35361,GOOD TIMES I32 2410 #001H,DUGAN PRODUCTION CORP,36.2688904,-107.91136170000001,DJR Operating - Good Times  I32-2410,O&G-Production Facility,41.0,36.268889,-107.910794,2.8,4.3,43.9,,,Yes,1
76,Martyne Kieling,31839,PRN20120001,4867,Notice of Intent ,DJR Operating LLC - NM,Encana Oil - Good Times A06-2310,2012-09-11 13:37:00,,,10/11/2012 0:00,10/11/2012 0:00,2012-09-21 14:06:00,,,,2012-08-03 00:00:00,Active,30-045-35319,GOOD TIMES A06 2310 #001H,DUGAN PRODUCTION CORP,36.2601738,-107.9289246,DJR Operating - Good Times A06-2310,O&G-Well Head,22.0,36.260167,-107.928917,9.13,17.75,39.38,,,Yes,1
79,Steve Madrid,31878,PRN20120001,4896,Notice of Intent ,Hilcorp Energy Company,ConocoPhillips - Hughes A 6N & Hardie 2E,2012-09-21 16:43:00,,,10/21/2012 0:00,10/21/2012 0:00,2012-10-12 12:41:00,,,,2012-10-11 00:00:00,Active,30-045-35360,HUGHES A #006N,HILCORP ENERGY COMPANY,36.69212720000001,-107.68846129999999,Hilcorp - Hughes A 6N and Hardie 2E,O&G-Production Facility,227.0,36.692222,-107.687778,,,,,,Yes,1
81,Steve Madrid,31880,PRN20120001,4894,Notice of Intent ,Hilcorp Energy Company, Yager LS 1M/Grenier23/Thurston Com 100,2012-09-21 08:08:00,,,10/21/2012 0:00,10/21/2012 0:00,2012-10-12 11:48:00,,,,2013-02-25 00:00:00,Active,30-045-35445,YAGER LS #001M,HILCORP ENERGY COMPANY,36.8524284,-108.0365601,Hilcorp - Yager LS 1M/Grenier23/Thurston Com 100,O&G-Production Facility,147.0,36.851667,-108.036111,,,,,,No,0
83,Steve Madrid,31881,PRN20120001,4897,Notice of Intent ,Hilcorp Energy Company,San Juan 20 & 20S Twinned Location,2012-09-21 08:18:00,,,10/21/2012 0:00,10/21/2012 0:00,2012-10-16 12:49:00,,,,2010-10-08 00:00:00,Active,30-045-34982,SAN JUAN #020S,HILCORP ENERGY COMPANY,36.6805382,-107.7543869,Hilcorp - San Juan 20 & 20S Twinned Location,O&G-Production Facility,41.0,36.680556,-107.753889,9.73,4.44,5.93,,,Yes,1
88,Teri Waldron,31930,PRN20120001,4918,Notice of Intent ,DJR Operating LLC - NM,Encana Oil - Escrito 124-2409,2012-10-05 16:27:00,,,11/4/2012 0:00,11/4/2012 0:00,2012-10-16 11:17:00,,,,2019-06-07 00:00:00,Active,30-045-35658,BLANCO WASH UNIT #403H,"DJR OPERATING, LLC",36.296811,-107.73216200000002,DJR - Blanco Wash Unit 401H,O&G-Well Head,16.0,36.297889,-107.732583,18.18,15.06,36.91,,,No,0
89,Teri Waldron,31930,PRN20120001,4918,Notice of Intent ,DJR Operating LLC - NM,Encana Oil - Escrito 124-2409,2012-10-05 16:27:00,,,11/4/2012 0:00,11/4/2012 0:00,2012-10-16 11:17:00,,,,2019-06-06 00:00:00,Active,30-045-35656,BLANCO WASH UNIT #402H,"DJR OPERATING, LLC",36.296883,-107.73211299999998,DJR - Blanco Wash Unit 401H,O&G-Well Head,16.0,36.297889,-107.732583,18.18,15.06,36.91,,,No,0
90,Teri Waldron,31930,PRN20120001,4918,Notice of Intent ,DJR Operating LLC - NM,Encana Oil - Escrito 124-2409,2012-10-05 16:27:00,,,11/4/2012 0:00,11/4/2012 0:00,2012-10-16 11:17:00,,,,2012-08-29 00:00:00,Active,30-045-35322,BLANCO WASH UNIT #401H,"DJR OPERATING, LLC",36.2978935,-107.7326126,DJR - Blanco Wash Unit 401H,O&G-Well Head,16.0,36.297889,-107.732583,18.18,15.06,36.91,,,Yes,1
101,Mark Jones,32123,PRN20120001,4978,Notice of Intent ,Hilcorp Energy Company,ConocoPhillips - Tommy Bolack 1P,2012-12-10 09:07:00,,,1/9/2013 0:00,1/9/2013 0:00,2013-01-09 15:40:00,,,,2013-03-04 00:00:00,Active,30-045-35436,TOMMY BOLACK #001P,HILCORP ENERGY COMPANY,36.8391151,-108.0540009,Hilcorp - Tommy Bolack 1P,O&G-Well Head,120.0,36.839,-108.053361,,,,,,No,0
103,Teri Waldron,32341,PRN20130001,5080,Notice of Intent ,DJR Operating LLC - NM,Escrito 116-2409,2013-03-11 12:31:00,,,4/10/2013 0:00,4/10/2013 0:00,2013-03-14 12:00:00,,,,2013-01-26 00:00:00,Active,30-045-35362,BLANCO WASH UNIT #328H,"DJR OPERATING, LLC",36.312965399999996,-107.78665159999998,DJR - Escrito I16-2409,O&G-Well Head,3.0,36.312917,-107.786694,7.4,14.5,27.3,,,Yes,1
107,Mark Jones,32433,PRN20130001,5107,Notice of Intent ,Hilcorp Energy Company,Canyon 19H Production Location,2013-04-10 13:56:00,,,5/10/2013 0:00,5/10/2013 0:00,2013-05-10 17:37:00,,,,2013-03-12 00:00:00,Active,30-045-35387,CANYON #019H,HILCORP ENERGY COMPANY,36.427535999999996,-107.9659882,Hilcorp - Canyon 19H Production Location,O&G-Production Facility,48.0,36.427556,-107.965944,1.2,18.5,63.9,,,Yes,1
110,Teri Waldron,32508,PRN20130001,5121,Notice of Intent ,Hilcorp Energy Company,XTO Energy - Martin Gas Com 1 Production Location,2013-05-07 17:03:00,,,6/6/2013 0:00,6/6/2013 0:00,2013-05-13 16:10:00,,,,2013-04-19 00:00:00,Active,30-045-35452,MARTIN GAS COM F #001H,HILCORP ENERGY COMPANY,36.5807915,-107.8706055,Hilcorp - Martin Gas Com 1 Production Location,O&G-Compressor Station,269.0,36.580833,-107.870556,11.3,18.6,63.9,,,Yes,1
113,Robert Spillers,32517,PRN20130001,5122,Notice of Intent ,Enduring Resources IV LLC,WPX Energy - Chaco 2408-32P No114H,2013-05-07 08:08:00,,,6/6/2013 0:00,6/6/2013 0:00,2013-06-06 14:41:00,,,,2013-01-04 00:00:00,Active,30-045-35441,CHACO 2408 32P #114H,"ENDURING RESOURCES, LLC",36.266895299999995,-107.6974945,Enduring Resources Inc - Chaco 2408-32P No114H,O&G-Compressor Station,50.0,36.2669,-107.69751,14.1,24.3,93.2,1.7,,Yes,1
119,Richard Poley,32567,PRN20130001,5141,Notice of Intent ,Enduring Resources IV LLC,WPX Energy Production - Chaco 2308-161 No147H,2013-05-24 12:11:00,,,6/23/2013 0:00,6/23/2013 0:00,2013-06-19 09:49:00,,,,2014-02-03 00:00:00,Active,30-045-35500,CHACO 2308 16I #148H,"ENDURING RESOURCES, LLC",36.2240143,-107.6791382,Enduring Resources - Chaco 2308-161 No147H,O&G-Tank Battery/Bulk Fuel Storage,58.0,36.2239,-107.679039,14.1,24.4,93.6,,,No,0
120,Richard Poley,32567,PRN20130001,5141,Notice of Intent ,Enduring Resources IV LLC,WPX Energy Production - Chaco 2308-161 No147H,2013-05-24 12:11:00,,,6/23/2013 0:00,6/23/2013 0:00,2013-06-19 09:49:00,,,,2013-02-20 00:00:00,Active,30-045-35439,CHACO 2308 16I #147H,"ENDURING RESOURCES, LLC",36.2239037,-107.6790314,Enduring Resources - Chaco 2308-161 No147H,O&G-Tank Battery/Bulk Fuel Storage,58.0,36.2239,-107.679039,14.1,24.4,93.6,,,Yes,1
129,Leslee Kimbrell,32660,PRN20130001,5214,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas Inc - Lybrook I02-2308,2013-07-01 08:55:00,,,7/31/2013 0:00,7/31/2013 0:00,2013-07-31 09:33:00,,,,2014-01-13 00:00:00,Active,30-045-35492,LYBROOK I02 2308 #002H,"DJR OPERATING, LLC",36.255127,-107.6445541,DJR - Lybrook I02-2308,O&G-Production Facility,308.0,36.25519,-107.64463899999998,5.28,9.3,88.43,3.58,,No,0
130,Leslee Kimbrell,32660,PRN20130001,5214,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas Inc - Lybrook I02-2308,2013-07-01 08:55:00,,,7/31/2013 0:00,7/31/2013 0:00,2013-07-31 09:33:00,,,,2013-05-11 00:00:00,Active,30-045-35365,LYBROOK I02 2308 #001H,"DJR OPERATING, LLC",36.2552223,-107.6446304,DJR - Lybrook I02-2308,O&G-Production Facility,74.0,36.25519,-107.64463899999998,5.28,9.3,88.43,3.58,,Yes,1
140,Antonia Tallarico,32672,PRN20130001,5169,Notice of Intent ,Hilcorp Energy Company,"XTO Energy Ropco 16-01, 16-01H & Salty Dog No5 SWD",2013-06-28 16:00:00,,,7/28/2013 0:00,7/28/2013 0:00,2013-07-10 12:28:00,,,,2013-05-18 00:00:00,Active,30-045-35455,ROPCO 16 #001H,HILCORP ENERGY COMPANY,36.7312965,-108.3094406,"Hilcorp - Ropco 16-01, 16-01H & Salty Dog No 5 SWD",O&G-Production Facility,31.0,36.731111,-108.311111,6.35,11.04,11.41,,,Yes,1
143,Richard Poley,32873,PRN20130001,5243,Notice of Intent ,DJR Operating LLC - NM,Encana Oil & Gas - Escrito D30-2408,2013-08-23 13:01:00,9/22/2013 14:54,,9/22/2013 0:00,9/22/2013 0:00,2013-10-01 13:52:00,,,,2013-08-02 00:00:00,Active,30-045-35467,CROW CANYON UNIT #701H,"DJR OPERATING, LLC",36.2913666,-107.7306213,DJR - Escrito D30-2408,O&G-Production Facility,86.0,36.291358,-107.730626,3.0,5.3,34.1,0.2,,Yes,1
151,Richard Poley,32875,PRN20130001,5242,Notice of Intent ,Juniper Resources Exploration Company LLC,Encana Oil & Gas  - Good Times L10-2410,2013-08-23 14:53:00,9/22/2013 14:53,,9/22/2013 0:00,9/22/2013 0:00,2013-10-01 11:57:00,,,,2013-06-05 00:00:00,Active,30-045-35442,PINON UNIT #307H,DUGAN PRODUCTION CORP,36.32563,-107.89165,Juniper Resources - Good Times L10-2410,O&G-Production Facility,55.0,36.32563,-107.89165,7.2,13.8,69.0,,,Yes,1
157,Lauren Dickerson,32884,PRN20130001,5251,Notice of Intent ,DJR Operating LLC - NM,Encana Oil - Escrito MO7-2409,2013-08-27 12:46:00,,,9/26/2013 0:00,9/26/2013 0:00,2013-09-26 11:24:00,,,,2010-08-23 00:00:00,Active,30-045-35144,SIXTEEN G'S COM #091,DUGAN PRODUCTION CORP,36.324192,-107.83658600000001,DJR - Escrito M07-2409,O&G-Production Facility,128.0,36.32412,-107.83755,8.15,15.78,37.11,,,Yes,1
